word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
ב|שמה	בִּ|שְׁמָהּ	שֵׁם	שם	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	בִּשְׁמָהּ	שְׁמָהּ
.	.			PUNCTUATION												False	.	.

היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
שוכבת	שׁוֹכֶבֶת	שׁכב	שׁכב	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹכֶבֶת	שׁוֹכֶבֶת
לבד	לְבַד	לְבַד	לבד	ADVERB												False	לְבַד	לְבַד
ב|חדר	בַּ|חֶדֶר	חֶדֶר	חדר	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בַּחֶדֶר	חֶדֶר

תולה	תּוֹלָה	תלי	תלי	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	תּוֹלָה	תּוֹלָה
עיניה	עֵינֶיהָ	עַיִן	עין	NOUN		FEMININE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	עֵינֶיהָ	עֵינֶיהָ
ב|אוויר	בָּ|אֲוִיר	אֲוִיר	אוויר	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בָּאֲוִיר	אֲוִיר

מצפה	מְצַפֶּה	צפי	צפי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PIEL					False	מְצַפֶּה	מְצַפֶּה
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
ב|שתיקה	בִּ|שְׁתִיקָה	שְׁתִיקָה	שתיקה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בִּשְׁתִיקָה	שְׁתִיקָה
ש|רק	שֶׁ|רַק	רַק	רק	CONJUNCTION	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁרַק	רַק
ישאל	יִשְׁאַל	שׁאל	שׁאל	VERB		MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	יִשְׁאַל	יִשְׁאַל
אותה	אוֹתָהּ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אוֹתָהּ	אוֹתָהּ

מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
קרה	קָרָה	קרי	קרי	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	קָרָה	קָרָה
?	?			PUNCTUATION												False	?	?

היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
אוהבת	אוֹהֶבֶת	אהב	אהב	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֶבֶת	אוֹהֶבֶת
להיות	לִהְיוֹת	היי	היי	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִהְיוֹת	לִהְיוֹת
נאהבת	נֶאֱהֶבֶת	נֶאֱהָב	נאהב	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	נֶאֱהֶבֶת	נֶאֱהֶבֶת

ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
אכפת	אִכְפַּת	אִכְפַּת	אכפת	ADVERB												False	אִכְפַּת	אִכְפַּת
לה	לָהּ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לָהּ	לָהּ
ה|שכנים	הַ|שְּׁכֵנִים	שָׁכֵן	שכן	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַשְּׁכֵנִים	שְׁכֵנִים

מתרפקת	מִתְרַפֶּקֶת	רפק	רפק	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְרַפֶּקֶת	מִתְרַפֶּקֶת
ב|לחישה	בִּ|לְחִישָׁה	לְחִישָׁה	לחישה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בִּלְחִישָׁה	לְחִישָׁה
,	,			PUNCTUATION												False	,	,
שואלת	שׁוֹאֶלֶת	שׁאל	שׁאל	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שׁוֹאֶלֶת	שׁוֹאֶלֶת
איך	אֵיךְ	אֵיךְ	איך	INTERROGATIVE												False	אֵיךְ	אֵיךְ
היה	הָיָה	היי	היי	COPULA		MASCULINE	SINGULAR	PERSON_3		PAST						False	הָיָה	הָיָה
?	?			PUNCTUATION												False	?	?

היה	הָיָה	היי	היי	COPULA		MASCULINE	SINGULAR	PERSON_3		PAST						False	הָיָה	הָיָה
נפלא	נִפְלָא	נִפְלָא	נפלא	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	נִפְלָא	נִפְלָא
.	.			PUNCTUATION												False	.	.

היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
אוהבת	אוֹהֶבֶת	אהב	אהב	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֶבֶת	אוֹהֶבֶת
,	,			PUNCTUATION												False	,	,
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
אוהבת	אוֹהֶבֶת	אהב	אהב	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֶבֶת	אוֹהֶבֶת

ו|אני	וַ|אֲנִי	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1								False	וַאֲנִי	אֲנִי
אוהב	אוֹהֵב	אהב	אהב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֵב	אוֹהֵב
אותה	אוֹתָהּ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אוֹתָהּ	אוֹתָהּ
,	,			PUNCTUATION												False	,	,
כן	כֵּן	כֵּן	כין	ADVERB												False	כֵּן	כֵּן
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
אוהב	אוֹהֵב	אהב	אהב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	אוֹהֵב	אוֹהֵב
אותה	אוֹתָהּ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_FEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	אוֹתָהּ	אוֹתָהּ
.	.			PUNCTUATION												False	.	.



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
עוקף	עוֹקֵף	עקף	עקף	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹקֵף	עוֹקֵף
מ|למעלה	מִ|לְּמַעְלָה	לְמַעְלָה	למעלה	ADVERB	PREPOSITION											False	מִלְּמַעְלָה	לְמַעְלָה
/	/			PUNCTUATION												False	/	/
מוקי	מוּקִי	מוּק	מוק	NOUN		MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	מוּקִי	מוּקִי

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
מעביר	מַעֲבִיר	עבר	עבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַעֲבִיר	מַעֲבִיר
לכם	לָכֶם	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_2	False	לָכֶם	לָכֶם
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|מסר	הַ|מֶּסֶר	מֶסֶר	מסר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמֶּסֶר	מֶסֶר
טלפאטית	טֶלְפָּאטִית			ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	טֶלְפָּאטִית	טֶלְפָּאטִית

נותן	נוֹתֵן	נתן	נתן	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	נוֹתֵן	נוֹתֵן
ב|ראש	בָּ|רֹאשׁ	רֹאשׁ	ראש	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בָּרֹאשׁ	רֹאשׁ
ב|דרכי	בְּ|דַרְכֵי	דֶּרֶךְ	דרך	NOUN	PREPOSITION	FEMININE	PLURAL		CONSTRUCT							False	בְּדַרְכֵי	דַּרְכֵי
ה|פרובלמאטית	הַ|פְּרוֹבְּלְמַאטִית			PARTICIPLE	DEFINITEARTICLE	FEMININE	SINGULAR	PERSON_ANY	ABSOLUTE			ACCUSATIVENOMINATIVE				False	הַפְּרוֹבְּלְמַאטִית	פְּרוֹבְּלְמַאטִית

כש|אני	כְּשֶׁ|אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	כְּשֶׁאֲנִי	אֲנִי
מצליף	מַצְלִיף	צלף	צלף	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַצְלִיף	מַצְלִיף
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
פוגע	פּוֹגֵעַ	פגע	פגע	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	פּוֹגֵעַ	פּוֹגֵעַ
מתמטית	מָתֵמָטִית	מָתֵמָטִי	מתמטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מָתֵמָטִית	מָתֵמָטִית

אחד	אֶחָד	אֶחָד	אחד	NUMERAL		MASCULINE	SINGULAR		ABSOLUTE							False	אֶחָד	אֶחָד
אחד	אֶחָד	אֶחָד	אחד	NUMERAL		MASCULINE	SINGULAR		ABSOLUTE							False	אֶחָד	אֶחָד
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
קוצר	קוֹצֵר	קצר	קצר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	קוֹצֵר	קוֹצֵר
בם	בָּם	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_PLURAL	SUF_PERSON_3	False	בָּם	בָּם
אוטומטית	אוֹטוֹמָטִית	אוֹטוֹמָטִית	אוטומטית	ADVERB												False	אוֹטוֹמָטִית	אוֹטוֹמָטִית

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
מגיש	מַגִּישׁ	נגשׁ	נגשׁ	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַגִּישׁ	מַגִּישׁ
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|מציאות	הַ|מְּצִיאוּת	מְצִיאוּת	מציאות	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַמְּצִיאוּת	מְצִיאוּת
ה|אנטי	הָ|אַנְטִי	אַנְטִי	אנטי	PREFIX	DEFINITEARTICLE											False	הָאַנְטִי	אַנְטִי
פלסטית	פְּלַסְטִית	פְּלַסְטִי	פלסטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	פְּלַסְטִית	פְּלַסְטִית

את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|חיים	הַ|חַיִּים	חַי	חי	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַחַיִּים	חַיִּים
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
אורז	אֹרֶז	אֹרֶז	אורז	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אֹרֶז	אֹרֶז
חורז	חוֹרֵז	חרז	חרז	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	חוֹרֵז	חוֹרֵז
בומבאסטית	בומבאסטית			ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	בומבאסטית	בומבאסטית

זו	זוֹ	זֶה	זה	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	זוֹ	זוֹ
ה|אמת	הָ|אֱמֶת	אֱמֶת	אמת	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאֱמֶת	אֱמֶת
אשר	אֲשֶׁר	אֲשֶׁר	אשר	CONJUNCTION												False	אֲשֶׁר	אֲשֶׁר
הולמת	הוֹלֶמֶת	הלם	הלם	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֶמֶת	הוֹלֶמֶת
בנו	בָּנוּ	בְּ	ב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	בָּנוּ	בָּנוּ
דראסטית	דְּרַסְטִית			NOUN		FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN				False	דְּרַסְטִית	דְּרַסְטִית

ה|אלטרנטיבה	הָ|אַלְטֶרְנָטִיבָה	אַלְטֶרְנָטִיבָה	אלטרנטיבה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאַלְטֶרְנָטִיבָה	אַלְטֶרְנָטִיבָה
ה|פנטסטית	הַ|פַנְטַסְטִית	פַנְטַסְטִי	פנטסטי	ADJECTIVE	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַפַנְטַסְטִית	פַנְטַסְטִית

אם	אִם	אִם	אם	CONJUNCTION												False	אִם	אִם
ננסה	נְנַסֶּה	נסי	נסי	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PIEL					False	נְנַסֶּה	נְנַסֶּה
לבחון	לִבְחֹן	בחן	בחן	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִבְחֹן	לִבְחֹן
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
היותנו	הֱיוֹתֵנוּ	הֱיוֹת	היות	EXISTENTIAL				PERSON_1		BAREINFINITIVE		ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	הֱיוֹתֵנוּ	הֱיוֹתֵנוּ
אובייקטיבית	אוֹבְּיֶקְטִיבִית	אוֹבְּיֶקְטִיבִי	אובייקטיבי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אוֹבְּיֶקְטִיבִית	אוֹבְּיֶקְטִיבִית

נראה	נִרְאֶה	ראי	ראי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_NIFAL					False	נִרְאֶה	נִרְאֶה
אותנו	אוֹתָנוּ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	אוֹתָנוּ	אוֹתָנוּ
נרקבים	נִרְקָבִים	רקב	רקב	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_NIFAL					False	נִרְקָבִים	נִרְקָבִים
פאסיבית	פָּאסִיבִית	פָּאסִיבִי	פאסיבי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	פָּאסִיבִית	פָּאסִיבִית

מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
ש|מדליק	שֶׁ|מַּדְלִיק	דלק	דלק	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	שֶׁמַּדְלִיק	מַדְלִיק
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
שוב	שׁוּב	שׁוּב	שוב	ADVERB												False	שׁוּב	שׁוּב
ו|שוב	וָ|שׁוּב	שׁוּב	שוב	ADVERB	CONJUNCTION											False	וָשׁוּב	שׁוּב
אגרסיבית	אַגְרֵסִיבִית	אַגְרֵסִיבִי	אגרסיבי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אַגְרֵסִיבִית	אַגְרֵסִיבִית

שוצץ	שׁוֹצֵץ			VERB		MASCULINE	SINGULAR	PERSON_2		PRESENT		ACCUSATIVENOMINATIVE				False	שׁוֹצֵץ	שׁוֹצֵץ
ו|קוצף	וְ|קוֹצֵף	קצף	קצף	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְקוֹצֵף	קוֹצֵף
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
ה|מוזיקה	הַ|מּוּזִיקָה	מוּזִיקָה	מוזיקה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַמּוּזִיקָה	מוּזִיקָה
מאסיבית	מָאסִיבִית	מָאסִיבִי	מאסיבי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מָאסִיבִית	מָאסִיבִית

מתפנק	מִתְפַּנֵּק	פנק	פנק	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְפַּנֵּק	מִתְפַּנֵּק
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
ה|מיקרופון	הַ|מִּיקְרוֹפוֹן	מִיקְרוֹפוֹן	מיקרופון	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמִּיקְרוֹפוֹן	מִיקְרוֹפוֹן
פסיכופטית	פְּסִיכוֹפְּטִית			ADJECTIVE		FEMININE	PLURAL		ABSOLUTE							False	פְּסִיכוֹפְּטִית	פְּסִיכוֹפְּטִית

אצלי	אֶצְלִי	אֵצֶל	אצל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אֶצְלִי	אֶצְלִי
ב|יד	בַּ|יָּד	יָד	יד	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּיָּד	יָד
ה|ספליף	הַ|סַּפְלִיף			NOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN				False	הַסַּפְלִיף	סַפְלִיף
יושב	יוֹשֵׁב	ישׁב	ישׁב	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹשֵׁב	יוֹשֵׁב
אריסטוקרטית	אָרִיסְטוֹקְרָטִית	אָרִיסְטוֹקְרָטִי	אריסטוקרטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	אָרִיסְטוֹקְרָטִית	אָרִיסְטוֹקְרָטִית

צועד	צוֹעֵד	צעד	צעד	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	צוֹעֵד	צוֹעֵד
ב|דרך	בַּ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּדֶּרֶךְ	דֶּרֶךְ
אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
ה|חופש	הַ|חֹפֶשׁ	חֹפֶשׁ	חופש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַחֹפֶשׁ	חֹפֶשׁ
סיסטמית	סִיסְטֵמִית	סִיסְטֵמִית	סיסטמית	PROPERNAME		FEMININE	SINGULAR									False	סִיסְטֵמִית	סִיסְטֵמִית

ב|לב	בְּ|לֵב	לֵב	לב	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּלֵב	לֵב
חפץ	חֵפֶץ	חֵפֶץ	חפץ	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חֵפֶץ	חֵפֶץ
וב|נפש	וּבְ|נֶפֶשׁ	נֶפֶשׁ	נפש	NOUN	CONJUNCTION+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	וּבְנֶפֶשׁ	נֶפֶשׁ
מיליטנטית	מִילִיטַנְטִית	מִילִיטַנְטִי	מיליטנטי	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	מִילִיטַנְטִית	מִילִיטַנְטִית

ב|דרכי	בְּ|דַרְכִּי	דֶּרֶךְ	דרך	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	בְּדַרְכִּי	דַּרְכִּי
אל	אֶל	אֶל	אל	PREPOSITION												False	אֶל	אֶל
הלאה	הָלְאָה	הָלְאָה	הלאה	ADVERB												False	הָלְאָה	הָלְאָה
עוקף	עוֹקֵף	עוֹקֵף	עוקף	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	עוֹקֵף	עוֹקֵף
מ|למעלה	מִ|לְּמַעְלָה	לְמַעְלָה	למעלה	ADVERB	PREPOSITION											False	מִלְּמַעְלָה	לְמַעְלָה

בינינו	בֵּינֵינוּ	בֵּין	בין	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_PLURAL	SUF_PERSON_1	False	בֵּינֵינוּ	בֵּינֵינוּ
ל|מחר	לְ|מָחָר	מָחָר	מחר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְמָחָר	מָחָר
הרי	הֲרֵי	הֲרֵי	הרי	INTERJECTION												False	הֲרֵי	הֲרֵי
מפריד	מַפְרִיד	פרד	פרד	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַפְרִיד	מַפְרִיד
רק	רַק	רַק	רק	CONJUNCTION												False	רַק	רַק
ה|לילה	הַ|לַּיְלָה	לַיְלָה	לילה	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַלַּיְלָה	לַיְלָה

עובר	עוֹבֵר	עבר	עבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹבֵר	עוֹבֵר
הלאה	הָלְאָה	הָלְאָה	הלאה	ADVERB												False	הָלְאָה	הָלְאָה
,	,			PUNCTUATION												False	,	,
עוקף	עוֹקֵף	עקף	עקף	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹקֵף	עוֹקֵף
מ|למעלה	מִ|לְּמַעְלָה	לְמַעְלָה	למעלה	ADVERB	PREPOSITION											False	מִלְּמַעְלָה	לְמַעְלָה

מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
חופש	חֹפֶשׁ	חֹפֶשׁ	חופש	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חֹפֶשׁ	חֹפֶשׁ
בכלל	בִּכְלָל	כְּלָל	כלל	ADVERB												False	בִּכְלָל	בִּכְלָל
?	?			PUNCTUATION												False	?	?


אם	אִם	אִם	אם	CONJUNCTION												False	אִם	אִם
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
ניצחון	נִצְחוֹן	נִצָּחוֹן	ניצחון	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	נִצְחוֹן	נִצְחוֹן
ה|אדם	הָ|אָדָם	אָדָם	אדם	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאָדָם	אָדָם
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
עצמו	עַצְמוֹ	עֶצֶם	עצם	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	עַצְמוֹ	עַצְמוֹ
,	,			PUNCTUATION												False	,	,
אנחנו	אֲנַחְנוּ	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	PLURAL	PERSON_1								False	אֲנַחְנוּ	אֲנַחְנוּ
אבק	אָבָק	אָבָק	אבק	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אָבָק	אָבָק
ב|חלל	בְּ|חָלָל	חָלָל	חלל	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּחָלָל	חָלָל

כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
מה	מָה	מָה	מה	INTERROGATIVE												False	מָה	מָה
ש|יכולנו	שֶׁ|יָּכֹלְנוּ	יכל	יכל	MODAL	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1		PAST						False	שֶׁיָּכֹלְנוּ	יָכֹלְנוּ
להיות	לִהְיוֹת	היי	היי	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִהְיוֹת	לִהְיוֹת
ו|אנחנו	וַ|אֲנַחְנוּ	אֲנִי	אני	PRONOUN	CONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1								False	וַאֲנַחְנוּ	אֲנַחְנוּ
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
בונה	בּוֹנֶה	בני	בני	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	בּוֹנֶה	בּוֹנֶה
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|קיום	הַ|קִּיּוּם	קִיּוּם	קיום	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַקִּיּוּם	קִיּוּם
